Subject,Topic,Difficulty,Estimated_Time,Prerequisite,Skill_Level,Recommended_Resource
Concrete Technology,Mastering Concrete Mix Design,Advanced,79,Interview Questions on Concrete Mix Design,4,Mini Project
Concrete Technology,Introduction to Concrete Properties,Beginner,15,Mastering Concrete Mix Design,1,Quiz
Concrete Technology,Fundamentals of Concrete Properties,Beginner,21,Introduction to Concrete Properties,1,Quiz
Concrete Technology,Quick Revision of Concrete Properties,Beginner,29,Fundamentals of Concrete Properties,1,PDF Notes
Concrete Technology,Essential Terminology of Concrete Properties,Beginner,28,Quick Revision of Concrete Properties,2,Quiz
Concrete Technology,Concrete Properties: Core Concepts,Intermediate,50,Essential Terminology of Concrete Properties,4,Case Study
Concrete Technology,Concrete Properties: Practical Applications,Intermediate,46,Concrete Properties: Core Concepts,2,Case Study
Concrete Technology,Problem Solving using Concrete Properties,Intermediate,39,Concrete Properties: Practical Applications,3,Quiz
Concrete Technology,Common Mistakes in Concrete Properties,Intermediate,48,Problem Solving using Concrete Properties,3,Video
Concrete Technology,Hands-on Practice for Concrete Properties,Intermediate,31,Common Mistakes in Concrete Properties,3,Video
Concrete Technology,Advanced Concrete Properties Techniques,Advanced,103,Hands-on Practice for Concrete Properties,5,Mini Project
Concrete Technology,Concrete Properties: Case Study & Project Work,Advanced,118,Advanced Concrete Properties Techniques,5,Mini Project
Concrete Technology,Mini Project on Concrete Properties,Advanced,97,Concrete Properties: Case Study & Project Work,5,Mini Project
Concrete Technology,Real-world Applications of Concrete Properties,Advanced,91,Mini Project on Concrete Properties,5,Case Study
Concrete Technology,Interview Questions on Concrete Properties,Advanced,96,Real-world Applications of Concrete Properties,5,Case Study
Concrete Technology,Mastering Concrete Properties,Advanced,96,Interview Questions on Concrete Properties,5,Interactive Lab
Concrete Technology,Introduction to Curing Methods,Beginner,22,Mastering Concrete Properties,2,Quiz
Concrete Technology,Fundamentals of Curing Methods,Beginner,22,Introduction to Curing Methods,1,PDF Notes
Concrete Technology,Quick Revision of Curing Methods,Beginner,30,Fundamentals of Curing Methods,2,Video
Concrete Technology,Essential Terminology of Curing Methods,Beginner,28,Quick Revision of Curing Methods,2,PDF Notes
Concrete Technology,Curing Methods: Core Concepts,Intermediate,36,Essential Terminology of Curing Methods,2,Case Study
Concrete Technology,Curing Methods: Practical Applications,Intermediate,58,Curing Methods: Core Concepts,2,Case Study
Concrete Technology,Problem Solving using Curing Methods,Intermediate,33,Curing Methods: Practical Applications,2,Practice Problems
Concrete Technology,Common Mistakes in Curing Methods,Intermediate,51,Problem Solving using Curing Methods,4,Practice Problems
Concrete Technology,Hands-on Practice for Curing Methods,Intermediate,35,Common Mistakes in Curing Methods,4,Case Study
Concrete Technology,Advanced Curing Methods Techniques,Advanced,115,Hands-on Practice for Curing Methods,4,Mini Project
Concrete Technology,Curing Methods: Case Study & Project Work,Advanced,61,Advanced Curing Methods Techniques,4,Case Study
Concrete Technology,Mini Project on Curing Methods,Advanced,70,Curing Methods: Case Study & Project Work,5,Mini Project
Concrete Technology,Real-world Applications of Curing Methods,Advanced,91,Mini Project on Curing Methods,5,Interactive Lab
Concrete Technology,Interview Questions on Curing Methods,Advanced,97,Real-world Applications of Curing Methods,5,Practice Problems
Concrete Technology,Mastering Curing Methods,Advanced,105,Interview Questions on Curing Methods,5,Case Study
Concrete Technology,Introduction to Reinforced Concrete,Beginner,26,Mastering Curing Methods,2,PDF Notes
Concrete Technology,Fundamentals of Reinforced Concrete,Beginner,21,Introduction to Reinforced Concrete,1,Video
Concrete Technology,Quick Revision of Reinforced Concrete,Beginner,21,Fundamentals of Reinforced Concrete,1,Quiz
Concrete Technology,Essential Terminology of Reinforced Concrete,Beginner,24,Quick Revision of Reinforced Concrete,1,Quiz
Concrete Technology,Reinforced Concrete: Core Concepts,Intermediate,39,Essential Terminology of Reinforced Concrete,2,Case Study
Concrete Technology,Reinforced Concrete: Practical Applications,Intermediate,31,Reinforced Concrete: Core Concepts,2,Practice Problems
Concrete Technology,Problem Solving using Reinforced Concrete,Intermediate,42,Reinforced Concrete: Practical Applications,2,Case Study
Concrete Technology,Common Mistakes in Reinforced Concrete,Intermediate,47,Problem Solving using Reinforced Concrete,4,Case Study
Concrete Technology,Hands-on Practice for Reinforced Concrete,Intermediate,37,Common Mistakes in Reinforced Concrete,2,Video
Concrete Technology,Advanced Reinforced Concrete Techniques,Advanced,101,Hands-on Practice for Reinforced Concrete,4,Case Study
Concrete Technology,Reinforced Concrete: Case Study & Project Work,Advanced,114,Advanced Reinforced Concrete Techniques,4,Interactive Lab
Concrete Technology,Mini Project on Reinforced Concrete,Advanced,76,Reinforced Concrete: Case Study & Project Work,5,Interactive Lab
Concrete Technology,Real-world Applications of Reinforced Concrete,Advanced,99,Mini Project on Reinforced Concrete,5,Mini Project
Concrete Technology,Interview Questions on Reinforced Concrete,Advanced,86,Real-world Applications of Reinforced Concrete,4,Mini Project
Concrete Technology,Mastering Reinforced Concrete,Advanced,72,Interview Questions on Reinforced Concrete,5,Interactive Lab
Constitutional Law,Introduction to Fundamental Rights,Beginner,29,None,2,PDF Notes
Constitutional Law,Fundamentals of Fundamental Rights,Beginner,17,Introduction to Fundamental Rights,2,Quiz
Constitutional Law,Quick Revision of Fundamental Rights,Beginner,23,Fundamentals of Fundamental Rights,1,PDF Notes
Constitutional Law,Essential Terminology of Fundamental Rights,Beginner,30,Quick Revision of Fundamental Rights,1,Quiz
Constitutional Law,Fundamental Rights: Core Concepts,Intermediate,33,Essential Terminology of Fundamental Rights,4,Quiz
Constitutional Law,Fundamental Rights: Practical Applications,Intermediate,59,Fundamental Rights: Core Concepts,2,Quiz
Constitutional Law,Problem Solving using Fundamental Rights,Intermediate,46,Fundamental Rights: Practical Applications,2,Quiz
Constitutional Law,Common Mistakes in Fundamental Rights,Intermediate,35,Problem Solving using Fundamental Rights,4,Quiz
Constitutional Law,Hands-on Practice for Fundamental Rights,Intermediate,54,Common Mistakes in Fundamental Rights,3,Practice Problems
Constitutional Law,Advanced Fundamental Rights Techniques,Advanced,90,Hands-on Practice for Fundamental Rights,5,Practice Problems
Constitutional Law,Fundamental Rights: Case Study & Project Work,Advanced,119,Advanced Fundamental Rights Techniques,4,Practice Problems
Constitutional Law,Mini Project on Fundamental Rights,Advanced,84,Fundamental Rights: Case Study & Project Work,4,Practice Problems
Constitutional Law,Real-world Applications of Fundamental Rights,Advanced,118,Mini Project on Fundamental Rights,5,Case Study
Constitutional Law,Interview Questions on Fundamental Rights,Advanced,97,Real-world Applications of Fundamental Rights,5,Practice Problems
Constitutional Law,Mastering Fundamental Rights,Advanced,112,Interview Questions on Fundamental Rights,5,Case Study
Constitutional Law,Introduction to Directive Principles,Beginner,26,Mastering Fundamental Rights,1,Video
Constitutional Law,Fundamentals of Directive Principles,Beginner,20,Introduction to Directive Principles,2,PDF Notes
Constitutional Law,Quick Revision of Directive Principles,Beginner,30,Fundamentals of Directive Principles,1,PDF Notes
Constitutional Law,Essential Terminology of Directive Principles,Beginner,22,Quick Revision of Directive Principles,1,PDF Notes
Constitutional Law,Directive Principles: Core Concepts,Intermediate,54,Essential Terminology of Directive Principles,3,Practice Problems
Constitutional Law,Directive Principles: Practical Applications,Intermediate,32,Directive Principles: Core Concepts,3,Video
Constitutional Law,Problem Solving using Directive Principles,Intermediate,56,Directive Principles: Practical Applications,2,Video
Constitutional Law,Common Mistakes in Directive Principles,Intermediate,60,Problem Solving using Directive Principles,2,Video
Constitutional Law,Hands-on Practice for Directive Principles,Intermediate,34,Common Mistakes in Directive Principles,3,Case Study
Constitutional Law,Advanced Directive Principles Techniques,Advanced,84,Hands-on Practice for Directive Principles,4,Interactive Lab
Constitutional Law,Directive Principles: Case Study & Project Work,Advanced,90,Advanced Directive Principles Techniques,5,Interactive Lab
Constitutional Law,Mini Project on Directive Principles,Advanced,117,Directive Principles: Case Study & Project Work,5,Case Study
Constitutional Law,Real-world Applications of Directive Principles,Advanced,81,Mini Project on Directive Principles,5,Interactive Lab
Constitutional Law,Interview Questions on Directive Principles,Advanced,104,Real-world Applications of Directive Principles,4,Mini Project
Constitutional Law,Mastering Directive Principles,Advanced,109,Interview Questions on Directive Principles,4,Practice Problems
Constitutional Law,Introduction to Separation of Powers,Beginner,18,Mastering Directive Principles,1,Video
Constitutional Law,Fundamentals of Separation of Powers,Beginner,20,Introduction to Separation of Powers,2,Video
Constitutional Law,Quick Revision of Separation of Powers,Beginner,15,Fundamentals of Separation of Powers,1,Video
Constitutional Law,Essential Terminology of Separation of Powers,Beginner,15,Quick Revision of Separation of Powers,2,PDF Notes
Constitutional Law,Separation of Powers: Core Concepts,Intermediate,37,Essential Terminology of Separation of Powers,3,Video
Constitutional Law,Separation of Powers: Practical Applications,Intermediate,42,Separation of Powers: Core Concepts,4,Practice Problems
Constitutional Law,Problem Solving using Separation of Powers,Intermediate,37,Separation of Powers: Practical Applications,4,Practice Problems
Constitutional Law,Common Mistakes in Separation of Powers,Intermediate,44,Problem Solving using Separation of Powers,4,Quiz
Constitutional Law,Hands-on Practice for Separation of Powers,Intermediate,36,Common Mistakes in Separation of Powers,2,Quiz
Constitutional Law,Advanced Separation of Powers Techniques,Advanced,87,Hands-on Practice for Separation of Powers,4,Interactive Lab
Constitutional Law,Separation of Powers: Case Study & Project Work,Advanced,75,Advanced Separation of Powers Techniques,4,Mini Project
Constitutional Law,Mini Project on Separation of Powers,Advanced,113,Separation of Powers: Case Study & Project Work,5,Case Study
Constitutional Law,Real-world Applications of Separation of Powers,Advanced,76,Mini Project on Separation of Powers,5,Case Study
Constitutional Law,Interview Questions on Separation of Powers,Advanced,72,Real-world Applications of Separation of Powers,5,Mini Project
Constitutional Law,Mastering Separation of Powers,Advanced,88,Interview Questions on Separation of Powers,5,Mini Project
Constitutional Law,Introduction to Constitutional Amendments,Beginner,16,Mastering Separation of Powers,1,Quiz
Constitutional Law,Fundamentals of Constitutional Amendments,Beginner,19,Introduction to Constitutional Amendments,2,Video
Constitutional Law,Quick Revision of Constitutional Amendments,Beginner,30,Fundamentals of Constitutional Amendments,1,Video
Constitutional Law,Essential Terminology of Constitutional Amendments,Beginner,22,Quick Revision of Constitutional Amendments,1,Quiz
Constitutional Law,Constitutional Amendments: Core Concepts,Intermediate,38,Essential Terminology of Constitutional Amendments,3,Case Study
Constitutional Law,Constitutional Amendments: Practical Applications,Intermediate,60,Constitutional Amendments: Core Concepts,2,Video
Constitutional Law,Problem Solving using Constitutional Amendments,Intermediate,49,Constitutional Amendments: Practical Applications,3,Quiz
